"gene_symbol","entrez_human","entrez_rat","entrez_mouse","Unirprot_Human","Uniprot_Rat","Uniprot_mouse","gene_name","synonym","DbTF","pubmed_id","evidence_type","AnimalTFDB","DBD","GOC","JASPAR","ORFeome","Ravasi_et_al","TcoF_DB","TFCat","TFClass_human","TFclass_mouse","Vaquerizas_et_al","pubmed_id_1","taxon","pubmed_id_2","taxon_1","pubmed_id_3","taxon_2","pubmed_id_4","taxon_3","pubmed_id_5","taxon_4","pubmed_id_6","taxon_5","GOC981_select_EC"
"ZNF620","253639","0","0","Q6ZNG0","0","0","zinc finger protein 620","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF621","285268","0","0","Q6ZSS3","0","0","zinc finger protein 621","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF622","90441","294846","52521","Q969S3","Q5M855","Q91VY9","zinc finger protein 622","ZPR9","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF623","9831","0","78834","O75123","0","Q9CY99","zinc finger protein 623","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF624","57547","0","0","Q9P2J8","0","0","zinc finger protein 624","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF625","90589","0","0","Q96I27","0","0","zinc finger protein 625","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF626","199777","361529","71163","Q68DY1","0","0","zinc finger protein 626","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF627","199692","0","0","Q7L945","0","0","zinc finger protein 627","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF628","89887","100359484","232816","Q5EBL2","D4A8F7","Q8CJ78","zinc finger protein 628","ZEC|ZFP628","0","0","0","1","1","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF629","23361","308998","320683","Q9UEG4","D3ZJW5","Q6A085","zinc finger protein 629","ZNF|ZNF65","0","0","0","1","1","0","0","1","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF630","57232","0","0","B2ZWH0;Q2M218","0","0","zinc finger protein 630","DJ54B20.2","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP637","0","362425","232337","0","B0BNH4","Q05CR8;Q80V23","zinc finger protein 637","AZF1|DZF11","0","0","0","1","0","0","0","0","0","0","0","0","TFclass_mouse","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF638","27332","0","18139","A8K583;Q14966","0","E9QML5;Q61464","zinc finger protein 638","NP220|ZFML|ZFP638","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP640","0","0","386626","0","0","0","zinc finger protein 640","MZF6D","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF641","121274","300197","239652","Q96N77","D4A704","Q8BZ34","zinc finger protein 641","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF644","84146","305127","52397","A7E234;Q9H582","D4A778","E9Q624;E9QA23;E9QA24;Q80TH4","zinc finger protein 644","BM-005|MYP21|NATF|ZEP-2","0","0","0","1","1","0","0","0","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF645","158506","0","0","Q8N7E2","0","0","zinc finger protein 645","HAKAIL","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF646","9726","309003","233905","O15015","0","Q6NV66","zinc finger protein 646","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP648","0","0","100503355","0","0","D3Z0W3","zinc finger protein 648","0","0","0","0","1","0","0","0","0","0","0","0","0","TFclass_mouse","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF648","127665","0","207678","Q5T619","0","0","zinc finger protein 648","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF649","65251","0","0","Q9BS31","0","0","zinc finger protein 649","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF653","115950","300446","319601","Q96CK0","D3ZM61","Q6YND2","zinc finger protein 653","E430039K05RIK|ZIP67","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF654","55279","288354","72020","Q8IZM8","0","Q9DAU9","zinc finger protein 654","0","0","0","0","1","0","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF655","79027","360764","72611","D6W5T3;Q68DU4;Q8N720","Q5RKG8","Q6P8W7;Q9CZP3","zinc finger protein 655","VIK|VIK-1","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF658","26149","0","210104","Q5TYW1","0","Q5PPQ4","zinc finger protein 658","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC653501","653501","0","0","0","0","0","zinc finger protein 658 pseudogene","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF658B","401509","0","0","0","0","0","zinc finger protein 658B; pseudogene","0","0","0","0","0","0","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF66P","7617","0","0","0","0","0","zinc finger protein 66; pseudogene","ZNF66","0","0","0","1","0","0","0","0","0","0","0","TFclass_synonym","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF660","285349","0","623911","Q6AZW8","0","0","zinc finger protein 660","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF662","389114","0","0","Q6ZS27","0","0","zinc finger protein 662","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF663","100130934","0","381405","0","0","Q6NXM6","zinc finger protein 663","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF664","144348","0","269704","Q8N3J9","0","E9QPD3;Q4VA44","zinc finger protein 664","ZFOC1|ZNF176","0","0","0","1","1","0","0","1","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF665","79788","0","0","Q9H7R5","0","0","zinc finger protein 665","ZFP160L","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF667","63934","308326","384763","Q5HYK9","Q5MYW4","Q2TL60","zinc finger protein 667","MIPU1","0","0","0","1","1","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF669","79862","0","0","Q96BR6","0","0","zinc finger protein 669","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF670","93474","0","0","Q9BS34","0","0","zinc finger protein 670","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF671","79891","0","0","Q8TAW3","0","0","zinc finger protein 671","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF672","79894","303165","319475","Q499Z4","Q642B2","Q99LH4","zinc finger protein 672","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF675","171392","0","0","Q8TD23","0","0","zinc finger protein 675","TBZF|TIZ","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF676","163223","0","0","Q8N7Q3","0","0","zinc finger protein 676","0","0","0","0","1","1","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF677","342926","0","210503","Q86XU0","0","Q6PEP4;Q8BI85","zinc finger protein 677","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF678","339500","0","0","0","0","0","zinc finger protein 678","0","0","0","0","1","1","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF679","168417","0","0","Q8IYX0","0","0","zinc finger protein 679","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP68","0","304337","24135","0","D3ZIP9","Q8BLK6;Q9Z116","zinc finger protein 68","KRAB3|KRAZ2|ZFP70|MSZF22|MSZF49","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF680","340252","0","0","Q8NEM1","0","0","zinc finger protein 680","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF681","148213","0","0","Q96N22","0","0","zinc finger protein 681","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF682","91120","0","0","B3KUX2;O95780","0","0","zinc finger protein 682","BC39498_3","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF683","257101","0","0","Q8IZ20","0","0","zinc finger protein 683","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF684","127396","0","0","B3KSP5;Q5T5D7","0","0","zinc finger protein 684","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF688","146542","293511","69234","P0C7X2","0","E9Q5M9","zinc finger protein 688","0","0","0","0","1","1","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF689","115509","286996","71131","Q96CS4","B5DEF2;Q99PJ7","Q8BKK5","zinc finger protein 689","TIPUH1","0","0","0","1","1","0","0","1","1","1","1","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF691","51058","313548","195522","Q5VV52","B2GV80","A2A7P4;Q3TDE8","zinc finger protein 691","ZFP691","0","0","0","1","1","0","0","1","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF695","57116","0","0","Q8IW36","0","0","zinc finger protein 695","RP11-551G24.1|SBZF3","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF696","79943","0","0","Q9H7X3","0","0","zinc finger protein 696","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF697","90874","295310","242109","Q5TEC3","D4AA20","G5E8C0;Q569E7","zinc finger protein 697","0","0","0","0","1","0","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF699","374879","0","0","Q32M78","0","0","zinc finger protein 699","HANG","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF70","7621","0","0","Q9UC06","0","0","zinc finger protein 70","COS17","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF700","90592","0","0","Q9H0M5","0","0","zinc finger protein 700","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF701","55762","0","0","Q6NWZ7;Q9NV72","0","0","zinc finger protein 701","0","0","0","0","1","1","0","0","1","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF702P","79986","0","0","0","0","0","zinc finger protein 702; pseudogene","ZNF702","0","0","0","0","0","0","0","1","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF703","80139","680717","353310","Q9H7S9","D4ABF5","E9PXD8;F6M3K1;P0CL69","zinc finger protein 703","ZEPPO1|ZNF503L|ZPO1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF704","619279","310233","170753","Q6ZNC4","0","Q9ERQ3","zinc finger protein 704","GIG1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF705A","440077","0","0","Q6ZN79","0","0","zinc finger protein 705A","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF705B","100132396","0","0","P0CI00","0","0","zinc finger protein 705B","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF705C","389631","0","0","0","0","0","zinc finger protein 705C; pseudogene","ZNF705CP","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF705E","100131539","0","0","0","0","0","zinc finger protein 705E","0","0","0","0","1","1","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF705G","100131980","0","0","A8MUZ8;P0CI00","0","0","zinc finger protein 705G","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF706","51123","500855","68036","Q9Y5V0","D3ZJE5","B2RVQ7;Q9D115","zinc finger protein 706","PNAS-106|PNAS-113","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF707","286075","0","69020","Q96C28","0","D3Z445;Q8R0U9","zinc finger protein 707","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF708","7562","0","432769","P17019","0","D3YV88;F2Z422;F8VPP0","zinc finger protein 708","KOX8|ZNF15|ZNF15L1","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF709","163051","266773","236193","Q8N972","Q99PJ6","Q8C0I0;Q8VC29","zinc finger protein 709","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF71","58491","0","0","Q9NQZ8","0","0","zinc finger protein 71","EZFIT","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP71-RS1","0","0","235907","0","0","B8JJX9;Q8BY64;Q91W94","zinc finger protein 71; related sequence","KRAB5|ZFP65|PZ114","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF710","374655","293044","209225","Q8N1W2","D4A0K8","Q3U288","zinc finger protein 710","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","TFclass_mouse","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF713","349075","0","0","Q8N859","0","0","zinc finger protein 713","0","0","0","0","1","1","0","0","1","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF714","148206","0","0","Q96N38","0","0","zinc finger protein 714","0","0","0","0","1","1","0","0","0","1","1","1","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP715","0","100360772","69930","0","0","G3X9T1;Q6PG13","zinc finger protein 715","2610041B18RIK|MSZF15","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF716","441234","0","0","A6NP11","0","0","zinc finger protein 716","0","0","0","0","1","0","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF717","100131827","0","0","C9J5W8;C9JVC3","0","0","zinc finger protein 717","X17|ZNF838","0","0","0","1","0","0","0","0","0","0","0","TFclass","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF718","255403","0","0","A8WFQ3;Q3SXZ3;Q658L4","0","0","zinc finger protein 718","0","0","0","0","0","0","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZFP719","0","100361791","210105","0","0","Q8BIV1","zinc finger protein 719","8030458J18|9430094P17RIK|C630016O21RIK|MSZF6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF72P","100287084","0","238722","0","0","Q0VFY0","ZINC FINGER PROTEIN 72","COS8","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF720P1","342426","0","0","0","0","0","zinc finger protein 720 pseudogene 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF721","170960","0","0","Q8TF20","0","0","zinc finger protein 721","0","0","0","0","1","1","0","0","0","0","1","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF724P","440519","0","0","0","0","0","zinc finger protein 724; pseudogene","0","0","0","0","1","0","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF725P","100128853","0","0","0","0","0","zinc finger protein 725; pseudogene","ZNF725","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF726","730087","0","0","A6NNF4","0","0","zinc finger protein 726","0","0","0","0","1","1","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF727","442319","0","0","A8MUV8","0","0","zinc finger protein 727","ZNF727P","0","0","0","0","0","0","0","0","0","0","0","TFclass","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF729","100287226","0","100044381","A6NN14","0","0","zinc finger protein 729","0","0","0","0","0","0","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF73","7624","0","0","0","0","0","zinc finger protein 73","COS12|ZNF186|HZNF2","0","0","0","0","0","0","0","1","0","0","0","TFclass","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF730","100129543","0","0","Q6ZMV8","0","0","zinc finger protein 730","0","0","0","0","1","1","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF732","654254","0","0","B4DXR9","0","0","zinc finger protein 732","0","0","0","0","1","0","0","0","0","0","0","0","TFclass","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF735","730291","0","76390","P0CB33","0","B1ARH2;B2RQK9","zinc finger protein 735","0","0","0","0","1","0","0","0","0","0","0","0","TFclass","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF736","728927","0","0","B4DX44","0","0","zinc finger protein 736","0","0","0","0","1","1","0","0","0","0","0","0","TFclass","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF737","100129842","0","0","O75373","0","0","zinc finger protein 737","ZNF102","0","0","0","1","1","0","0","0","0","0","0","TFclass","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ZNF738","148203","0","0","0","0","0","zinc finger protein 738","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
